year,geography,geography_type,indicator,value,value_type
2013,Perry,County,Clonazepam,1202,Count
2013,Perry,County,Diazepam,1235,Count
2013,Perry,County,Lorazepam,944,Count
2013,Perry,County,All Opioids for Pain,15131,Count
2013,Perry,County,Hydrocodone,8881,Count
2013,Perry,County,Oxycodone,2387,Count
2013,Perry,County,Tramadol,1414,Count
2013,Perry,County,All Benzodiazepines,1146,Patients
2013,Perry,County,Alprazolam,546,Patients
2013,Perry,County,Clonazepam,230,Patients
2013,Perry,County,Diazepam,256,Patients
2013,Perry,County,Lorazepam,177,Patients
2013,Perry,County,All Opioids for Pain,2630,Patients
2013,Perry,County,Hydrocodone,1954,Patients
2013,Perry,County,Oxycodone,625,Patients
2013,Perry,County,Tramadol,421,Patients
2013,Perry,County,All Benzodiazepines,870,Rate
2013,Perry,County,Alprazolam,401,Rate
2013,Perry,County,Clonazepam,153,Rate
2013,Perry,County,Diazepam,157,Rate
2013,Perry,County,Lorazepam,120,Rate
2013,Perry,County,All Opioids for Pain,1923,Rate
2013,Perry,County,Hydrocodone,1129,Rate
2013,Perry,County,Oxycodone,303,Rate
2013,Perry,County,Tramadol,180,Rate
2013,Pickett,County,All Benzodiazepines,3463,Count
2013,Pickett,County,Alprazolam,1192,Count
2013,Pickett,County,Clonazepam,592,Count
2013,Pickett,County,Diazepam,557,Count
2013,Pickett,County,Lorazepam,831,Count
2013,Pickett,County,All Opioids for Pain,6935,Count
2013,Pickett,County,Hydrocodone,3123,Count
2013,Pickett,County,Oxycodone,2184,Count
2013,Pickett,County,Tramadol,529,Count
2013,Pickett,County,All Benzodiazepines,628,Patients
2013,Pickett,County,Alprazolam,212,Patients
2013,Pickett,County,Clonazepam,114,Patients
2013,Pickett,County,Diazepam,128,Patients
2013,Pickett,County,Lorazepam,187,Patients
2013,Pickett,County,All Opioids for Pain,1492,Patients
2013,Pickett,County,Hydrocodone,975,Patients
2013,Pickett,County,Oxycodone,503,Patients
2013,Pickett,County,Tramadol,185,Patients
2013,Pickett,County,All Benzodiazepines,680,Rate
2013,Pickett,County,Alprazolam,234,Rate
2013,Pickett,County,Clonazepam,116,Rate
2013,Pickett,County,Diazepam,109,Rate
2013,Pickett,County,Lorazepam,163,Rate
2013,Pickett,County,All Opioids for Pain,1362,Rate
2013,Pickett,County,Hydrocodone,614,Rate
2013,Pickett,County,Oxycodone,429,Rate
2013,Pickett,County,Tramadol,104,Rate
2013,Polk,County,All Benzodiazepines,16428,Count
2013,Polk,County,Alprazolam,9045,Count
2013,Polk,County,Clonazepam,2339,Count
2013,Polk,County,Diazepam,1686,Count
2013,Polk,County,Lorazepam,2100,Count
2013,Polk,County,All Opioids for Pain,31519,Count
2013,Polk,County,Hydrocodone,17520,Count
2013,Polk,County,Oxycodone,6333,Count
2013,Polk,County,Tramadol,3039,Count
2013,Polk,County,All Benzodiazepines,2733,Patients
2013,Polk,County,Alprazolam,1396,Patients
2013,Polk,County,Clonazepam,443,Patients
2013,Polk,County,Diazepam,457,Patients
2013,Polk,County,Lorazepam,471,Patients
2013,Polk,County,All Opioids for Pain,6190,Patients
2013,Polk,County,Hydrocodone,4523,Patients
2013,Polk,County,Oxycodone,1558,Patients
2013,Polk,County,Tramadol,1049,Patients
2013,Polk,County,All Benzodiazepines,984,Rate
2013,Polk,County,Alprazolam,542,Rate
2013,Polk,County,Clonazepam,140,Rate
2013,Polk,County,Diazepam,101,Rate
2013,Polk,County,Lorazepam,126,Rate
2013,Polk,County,All Opioids for Pain,1888,Rate
2013,Polk,County,Hydrocodone,1050,Rate
2013,Polk,County,Oxycodone,379,Rate
2013,Polk,County,Tramadol,182,Rate
2013,Putnam,County,All Benzodiazepines,50340,Count
2013,Putnam,County,Alprazolam,21626,Count
2013,Putnam,County,Clonazepam,10079,Count
2013,Putnam,County,Diazepam,6522,Count
2013,Putnam,County,Lorazepam,8269,Count
2013,Putnam,County,All Opioids for Pain,98377,Count
2013,Putnam,County,Hydrocodone,45690,Count
2013,Putnam,County,Oxycodone,28222,Count
2013,Putnam,County,Tramadol,8598,Count
2013,Putnam,County,All Benzodiazepines,9335,Patients
2013,Putnam,County,Alprazolam,3766,Patients
2013,Putnam,County,Clonazepam,2072,Patients
2013,Putnam,County,Diazepam,1815,Patients
2013,Putnam,County,Lorazepam,2061,Patients
2013,Putnam,County,All Opioids for Pain,21607,Patients
2013,Putnam,County,Hydrocodone,14636,Patients
2013,Putnam,County,Oxycodone,7345,Patients
2013,Putnam,County,Tramadol,3329,Patients
2013,Putnam,County,All Benzodiazepines,685,Rate
2013,Putnam,County,Alprazolam,294,Rate
2013,Putnam,County,Clonazepam,137,Rate
2013,Putnam,County,Diazepam,89,Rate
2013,Putnam,County,Lorazepam,112,Rate
2013,Putnam,County,All Opioids for Pain,1338,Rate
2013,Putnam,County,Hydrocodone,621,Rate
2013,Putnam,County,Oxycodone,384,Rate
2013,Putnam,County,Tramadol,117,Rate
2013,Rhea,County,All Benzodiazepines,26531,Count
2013,Rhea,County,Alprazolam,12014,Count
2013,Rhea,County,Clonazepam,4009,Count
2013,Rhea,County,Diazepam,4324,Count
2013,Rhea,County,Lorazepam,4256,Count
2013,Rhea,County,All Opioids for Pain,59882,Count
2013,Rhea,County,Hydrocodone,32310,Count
2013,Rhea,County,Oxycodone,12539,Count
2013,Rhea,County,Tramadol,5489,Count
2013,Rhea,County,All Benzodiazepines,4516,Patients
2013,Rhea,County,Alprazolam,1923,Patients
2013,Rhea,County,Clonazepam,735,Patients
2013,Rhea,County,Diazepam,992,Patients
2013,Rhea,County,Lorazepam,956,Patients
2013,Rhea,County,All Opioids for Pain,12133,Patients
2013,Rhea,County,Hydrocodone,8527,Patients
2013,Rhea,County,Oxycodone,3215,Patients
2013,Rhea,County,Tramadol,2270,Patients
2013,Rhea,County,All Benzodiazepines,816,Rate
2013,Rhea,County,Alprazolam,370,Rate
2013,Rhea,County,Clonazepam,123,Rate
2013,Rhea,County,Diazepam,133,Rate
2013,Rhea,County,Lorazepam,131,Rate
2013,Rhea,County,All Opioids for Pain,1842,Rate
2013,Rhea,County,Hydrocodone,994,Rate
2013,Rhea,County,Oxycodone,386,Rate
2013,Rhea,County,Tramadol,169,Rate
2013,Roane,County,All Benzodiazepines,45778,Count
2013,Roane,County,Alprazolam,20539,Count
2013,Roane,County,Clonazepam,7709,Count
2013,Roane,County,Diazepam,6181,Count
2013,Roane,County,Lorazepam,8055,Count
2013,Roane,County,All Opioids for Pain,101142,Count
2013,Roane,County,Hydrocodone,44078,Count
2013,Roane,County,Oxycodone,32049,Count
2013,Roane,County,Tramadol,7583,Count
2013,Roane,County,All Benzodiazepines,8293,Patients
2013,Roane,County,Alprazolam,3710,Patients
2013,Roane,County,Clonazepam,1403,Patients
2013,Roane,County,Diazepam,1620,Patients
2013,Roane,County,Lorazepam,1847,Patients
2013,Roane,County,All Opioids for Pain,19713,Patients
2013,Roane,County,Hydrocodone,13442,Patients
2013,Roane,County,Oxycodone,6683,Patients
2013,Roane,County,Tramadol,3025,Patients
2013,Roane,County,All Benzodiazepines,863,Rate
2013,Roane,County,Alprazolam,387,Rate
2013,Roane,County,Clonazepam,145,Rate
2013,Roane,County,Diazepam,117,Rate
2013,Roane,County,Lorazepam,152,Rate
2013,Roane,County,All Opioids for Pain,1907,Rate
2013,Roane,County,Hydrocodone,831,Rate
2013,Roane,County,Oxycodone,604,Rate
2013,Roane,County,Tramadol,143,Rate
2013,Robertson,County,All Benzodiazepines,48141,Count
2013,Robertson,County,Alprazolam,22388,Count
2013,Robertson,County,Clonazepam,9772,Count
2013,Robertson,County,Diazepam,5981,Count
2013,Robertson,County,Lorazepam,6007,Count
2013,Robertson,County,All Opioids for Pain,95955,Count
2013,Robertson,County,Hydrocodone,50934,Count
2013,Robertson,County,Oxycodone,20290,Count
2013,Robertson,County,Tramadol,8411,Count
2013,Robertson,County,All Benzodiazepines,9037,Patients
2013,Robertson,County,Alprazolam,4150,Patients
2013,Robertson,County,Clonazepam,1906,Patients
2013,Robertson,County,Diazepam,1838,Patients
2013,Robertson,County,Lorazepam,1505,Patients
2013,Robertson,County,All Opioids for Pain,21391,Patients
2013,Robertson,County,Hydrocodone,15061,Patients
2013,Robertson,County,Oxycodone,6142,Patients
2013,Robertson,County,Tramadol,3369,Patients
2013,Robertson,County,All Benzodiazepines,714,Rate
2013,Robertson,County,Alprazolam,332,Rate
2013,Robertson,County,Clonazepam,145,Rate
2013,Robertson,County,Diazepam,89,Rate
2013,Robertson,County,Lorazepam,89,Rate
2013,Robertson,County,All Opioids for Pain,1424,Rate
2013,Robertson,County,Hydrocodone,756,Rate
2013,Robertson,County,Oxycodone,301,Rate
2013,Robertson,County,Tramadol,125,Rate
2013,Rutherford,County,All Benzodiazepines,121170,Count
2013,Rutherford,County,Alprazolam,51032,Count
2013,Rutherford,County,Clonazepam,22950,Count
2013,Rutherford,County,Diazepam,19462,Count
2013,Rutherford,County,Lorazepam,18514,Count
2013,Rutherford,County,All Opioids for Pain,300045,Count
2013,Rutherford,County,Hydrocodone,153085,Count
2013,Rutherford,County,Oxycodone,69991,Count
2013,Rutherford,County,Tramadol,30594,Count
2013,Rutherford,County,All Benzodiazepines,26310,Patients
2013,Rutherford,County,Alprazolam,10642,Patients
2013,Rutherford,County,Clonazepam,4536,Patients
2013,Rutherford,County,Diazepam,7116,Patients
2013,Rutherford,County,Lorazepam,5135,Patients
2013,Rutherford,County,All Opioids for Pain,74955,Patients
2013,Rutherford,County,Hydrocodone,51818,Patients
2013,Rutherford,County,Oxycodone,22750,Patients
2013,Rutherford,County,Tramadol,13569,Patients
2013,Rutherford,County,All Benzodiazepines,431,Rate
2013,Rutherford,County,Alprazolam,182,Rate
2013,Rutherford,County,Clonazepam,82,Rate
2013,Rutherford,County,Diazepam,69,Rate
2013,Rutherford,County,Lorazepam,66,Rate
2013,Rutherford,County,All Opioids for Pain,1068,Rate
2013,Rutherford,County,Hydrocodone,545,Rate
2013,Rutherford,County,Oxycodone,249,Rate
2013,Rutherford,County,Tramadol,109,Rate
2013,Scott,County,All Benzodiazepines,23652,Count
2013,Scott,County,Alprazolam,10092,Count
2013,Scott,County,Clonazepam,5916,Count
2013,Scott,County,Diazepam,2036,Count
2013,Scott,County,Lorazepam,4420,Count
2013,Scott,County,All Opioids for Pain,46392,Count
2013,Scott,County,Hydrocodone,23576,Count
2013,Scott,County,Oxycodone,13016,Count
2013,Scott,County,Tramadol,3821,Count
2013,Scott,County,All Benzodiazepines,3413,Patients
2013,Scott,County,Alprazolam,1413,Patients
2013,Scott,County,Clonazepam,893,Patients
2013,Scott,County,Diazepam,520,Patients
2013,Scott,County,Lorazepam,813,Patients
2013,Scott,County,All Opioids for Pain,7357,Patients
2013,Scott,County,Hydrocodone,5104,Patients
2013,Scott,County,Oxycodone,2169,Patients
2013,Scott,County,Tramadol,1295,Patients
2013,Scott,County,All Benzodiazepines,1074,Rate
2013,Scott,County,Alprazolam,458,Rate
2013,Scott,County,Clonazepam,269,Rate
2013,Scott,County,Diazepam,92,Rate
2013,Scott,County,Lorazepam,201,Rate
2013,Scott,County,All Opioids for Pain,2107,Rate
2013,Scott,County,Hydrocodone,1071,Rate
2013,Scott,County,Oxycodone,591,Rate
2013,Scott,County,Tramadol,174,Rate
2013,Sequatchie,County,All Benzodiazepines,11832,Count
2013,Sequatchie,County,Alprazolam,5227,Count
2013,Sequatchie,County,Clonazepam,2784,Count
2013,Sequatchie,County,Diazepam,1884,Count
2013,Sequatchie,County,Lorazepam,1388,Count
2013,Sequatchie,County,All Opioids for Pain,26322,Count
2013,Sequatchie,County,Hydrocodone,14185,Count
2013,Sequatchie,County,Oxycodone,5651,Count
2013,Sequatchie,County,Tramadol,2372,Count
2013,Sequatchie,County,All Benzodiazepines,2244,Patients
2013,Sequatchie,County,Alprazolam,943,Patients
2013,Sequatchie,County,Clonazepam,570,Patients
2013,Sequatchie,County,Diazepam,512,Patients
2013,Sequatchie,County,Lorazepam,368,Patients
2013,Sequatchie,County,All Opioids for Pain,5612,Patients
2013,Sequatchie,County,Hydrocodone,3766,Patients
2013,Sequatchie,County,Oxycodone,1691,Patients
2013,Sequatchie,County,Tramadol,1028,Patients
2013,Sequatchie,County,All Benzodiazepines,806,Rate
2013,Sequatchie,County,Alprazolam,356,Rate
2013,Sequatchie,County,Clonazepam,190,Rate
2013,Sequatchie,County,Diazepam,128,Rate
2013,Sequatchie,County,Lorazepam,95,Rate
2013,Sequatchie,County,All Opioids for Pain,1793,Rate
2013,Sequatchie,County,Hydrocodone,966,Rate
2013,Sequatchie,County,Oxycodone,385,Rate
2013,Sequatchie,County,Tramadol,162,Rate
2013,Sevier,County,All Benzodiazepines,60719,Count
2013,Sevier,County,Alprazolam,25733,Count
2013,Sevier,County,Clonazepam,11506,Count
2013,Sevier,County,Diazepam,10971,Count
2013,Sevier,County,Lorazepam,8686,Count
2013,Sevier,County,All Opioids for Pain,132209,Count
2013,Sevier,County,Hydrocodone,63697,Count
2013,Sevier,County,Oxycodone,32506,Count
2013,Sevier,County,Tramadol,15142,Count
2013,Sevier,County,All Benzodiazepines,11607,Patients
2013,Sevier,County,Alprazolam,4771,Patients
2013,Sevier,County,Clonazepam,2232,Patients
2013,Sevier,County,Diazepam,2975,Patients
2013,Sevier,County,Lorazepam,2308,Patients
2013,Sevier,County,All Opioids for Pain,29303,Patients
2013,Sevier,County,Hydrocodone,21445,Patients
2013,Sevier,County,Oxycodone,8135,Patients
2013,Sevier,County,Tramadol,4996,Patients
2013,Sevier,County,All Benzodiazepines,649,Rate
2013,Sevier,County,Alprazolam,275,Rate
2013,Sevier,County,Clonazepam,123,Rate
2013,Sevier,County,Diazepam,117,Rate
2013,Sevier,County,Lorazepam,93,Rate
2013,Sevier,County,All Opioids for Pain,1413,Rate
2013,Sevier,County,Hydrocodone,681,Rate
2013,Sevier,County,Oxycodone,347,Rate
2013,Sevier,County,Tramadol,162,Rate
2013,Shelby,County,All Benzodiazepines,289748,Count
2013,Shelby,County,Alprazolam,129453,Count
2013,Shelby,County,Clonazepam,53374,Count
2013,Shelby,County,Diazepam,29452,Count
2013,Shelby,County,Lorazepam,50929,Count
2013,Shelby,County,All Opioids for Pain,718103,Count
2013,Shelby,County,Hydrocodone,401608,Count
2013,Shelby,County,Oxycodone,127624,Count
2013,Shelby,County,Tramadol,90973,Count
2013,Shelby,County,All Benzodiazepines,64470,Patients
2013,Shelby,County,Alprazolam,28996,Patients
2013,Shelby,County,Clonazepam,10713,Patients
2013,Shelby,County,Diazepam,11121,Patients
2013,Shelby,County,Lorazepam,14599,Patients
2013,Shelby,County,All Opioids for Pain,233756,Patients
2013,Shelby,County,Hydrocodone,162065,Patients
2013,Shelby,County,Oxycodone,58126,Patients
2013,Shelby,County,Tramadol,44502,Patients
2013,Shelby,County,All Benzodiazepines,308,Rate
2013,Shelby,County,Alprazolam,138,Rate
2013,Shelby,County,Clonazepam,57,Rate
2013,Shelby,County,Diazepam,31,Rate
2013,Shelby,County,Lorazepam,54,Rate
2013,Shelby,County,All Opioids for Pain,764,Rate
2013,Shelby,County,Hydrocodone,427,Rate
2013,Shelby,County,Oxycodone,136,Rate
2013,Shelby,County,Tramadol,97,Rate
2013,Smith,County,All Benzodiazepines,18666,Count
2013,Smith,County,Alprazolam,10402,Count
2013,Smith,County,Clonazepam,2128,Count
2013,Smith,County,Diazepam,2934,Count
2013,Smith,County,Lorazepam,1989,Count
2013,Smith,County,All Opioids for Pain,33479,Count
2013,Smith,County,Hydrocodone,18709,Count
2013,Smith,County,Oxycodone,8041,Count
2013,Smith,County,Tramadol,1978,Count
2013,Smith,County,All Benzodiazepines,2928,Patients
2013,Smith,County,Alprazolam,1569,Patients
2013,Smith,County,Clonazepam,411,Patients
2013,Smith,County,Diazepam,676,Patients
2013,Smith,County,Lorazepam,441,Patients
2013,Smith,County,All Opioids for Pain,6287,Patients
2013,Smith,County,Hydrocodone,4692,Patients
2013,Smith,County,Oxycodone,1769,Patients
2013,Smith,County,Tramadol,752,Patients
2013,Smith,County,All Benzodiazepines,979,Rate
2013,Smith,County,Alprazolam,545,Rate
2013,Smith,County,Clonazepam,112,Rate
2013,Smith,County,Diazepam,154,Rate
2013,Smith,County,Lorazepam,104,Rate
2013,Smith,County,All Opioids for Pain,1755,Rate
2013,Smith,County,Hydrocodone,981,Rate
2013,Smith,County,Oxycodone,422,Rate
2013,Smith,County,Tramadol,104,Rate
2013,South Central Tennessee,Region,All Benzodiazepines,287473,Count
2013,South Central Tennessee,Region,Alprazolam,144466,Count
2013,South Central Tennessee,Region,Clonazepam,43919,Count
2013,South Central Tennessee,Region,Diazepam,38601,Count
2013,South Central Tennessee,Region,Lorazepam,40388,Count
2013,South Central Tennessee,Region,All Opioids for Pain,616960,Count
2013,South Central Tennessee,Region,Hydrocodone,353584,Count
2013,South Central Tennessee,Region,Oxycodone,115728,Count
2013,South Central Tennessee,Region,Tramadol,59695,Count
2013,South Central Tennessee,Region,All Benzodiazepines,50801,Patients
2013,South Central Tennessee,Region,Alprazolam,25382,Patients
2013,South Central Tennessee,Region,Clonazepam,8289,Patients
2013,South Central Tennessee,Region,Diazepam,10258,Patients
2013,South Central Tennessee,Region,Lorazepam,9560,Patients
2013,South Central Tennessee,Region,All Opioids for Pain,125705,Patients
2013,South Central Tennessee,Region,Hydrocodone,94484,Patients
2013,South Central Tennessee,Region,Oxycodone,31344,Patients
2013,South Central Tennessee,Region,Tramadol,22121,Patients
2013,South Central Tennessee,Region,All Benzodiazepines,745,Rate
2013,South Central Tennessee,Region,Alprazolam,374,Rate
2013,South Central Tennessee,Region,Clonazepam,114,Rate
2013,South Central Tennessee,Region,Diazepam,100,Rate
2013,South Central Tennessee,Region,Lorazepam,105,Rate
2013,South Central Tennessee,Region,All Opioids for Pain,1599,Rate
2013,South Central Tennessee,Region,Hydrocodone,916,Rate
2013,South Central Tennessee,Region,Oxycodone,300,Rate
2013,South Central Tennessee,Region,Tramadol,155,Rate
2013,Southeast Tennessee,Region,All Benzodiazepines,282404,Count
2013,Southeast Tennessee,Region,Alprazolam,149878,Count
2013,Southeast Tennessee,Region,Clonazepam,40989,Count
2013,Southeast Tennessee,Region,Diazepam,34311,Count
2013,Southeast Tennessee,Region,Lorazepam,38362,Count
2013,Southeast Tennessee,Region,All Opioids for Pain,553195,Count
2013,Southeast Tennessee,Region,Hydrocodone,301358,Count
2013,Southeast Tennessee,Region,Oxycodone,119929,Count
2013,Southeast Tennessee,Region,Tramadol,51005,Count
2013,Southeast Tennessee,Region,All Benzodiazepines,47449,Patients
2013,Southeast Tennessee,Region,Alprazolam,23748,Patients
2013,Southeast Tennessee,Region,Clonazepam,7711,Patients
2013,Southeast Tennessee,Region,Diazepam,8996,Patients
2013,Southeast Tennessee,Region,Lorazepam,8861,Patients
2013,Southeast Tennessee,Region,All Opioids for Pain,111505,Patients
2013,Southeast Tennessee,Region,Hydrocodone,80310,Patients
2013,Southeast Tennessee,Region,Oxycodone,30087,Patients
2013,Southeast Tennessee,Region,Tramadol,20481,Patients
2013,Southeast Tennessee,Region,All Benzodiazepines,867,Rate
2013,Southeast Tennessee,Region,Alprazolam,460,Rate
2013,Southeast Tennessee,Region,Clonazepam,126,Rate
2013,Southeast Tennessee,Region,Diazepam,105,Rate
2013,Southeast Tennessee,Region,Lorazepam,118,Rate
2013,Southeast Tennessee,Region,All Opioids for Pain,1699,Rate
2013,Southeast Tennessee,Region,Hydrocodone,926,Rate
2013,Southeast Tennessee,Region,Oxycodone,368,Rate
2013,Southeast Tennessee,Region,Tramadol,157,Rate
2013,Stewart,County,All Benzodiazepines,8129,Count
2013,Stewart,County,Alprazolam,3967,Count
2013,Stewart,County,Clonazepam,985,Count
2013,Stewart,County,Diazepam,1172,Count
2013,Stewart,County,Lorazepam,1551,Count
2013,Stewart,County,All Opioids for Pain,18783,Count
2013,Stewart,County,Hydrocodone,8578,Count
2013,Stewart,County,Oxycodone,4749,Count
2013,Stewart,County,Tramadol,1526,Count
2013,Stewart,County,All Benzodiazepines,1640,Patients
2013,Stewart,County,Alprazolam,780,Patients
2013,Stewart,County,Clonazepam,201,Patients
2013,Stewart,County,Diazepam,354,Patients
2013,Stewart,County,Lorazepam,392,Patients
2013,Stewart,County,All Opioids for Pain,4013,Patients
2013,Stewart,County,Hydrocodone,2823,Patients
2013,Stewart,County,Oxycodone,1085,Patients
2013,Stewart,County,Tramadol,586,Patients
2013,Stewart,County,All Benzodiazepines,608,Rate
2013,Stewart,County,Alprazolam,297,Rate
